Cdk7,Cdk7-PA-619,1
CG8180,CG8180-PA-721,14
Zpr1,Zpr1-PA-1182,6
Bap170,Bap170-PA-4741,15
Aats-cys,Aats-cys-PA-1486,8
CG8005,CG8005-PA-789,14
CG32479,CG32479-PA-1416,1
CG33137,CG33137-PA-514,8
Rbcn-3A,Rbcn-3A-PB-1115,1
Gp93,Gp93-PA-1905,13
vlc,vlc-PA-1039,201
wg,wg-PA-711,2
CG9967,CG9967-PA-129,1
Bzd,Bzd-PB-493,2
CG10948,CG10948-PC-2075,2
CG7945,CG7945-PA-639,116
bowl,bowl-PA-280,1
dgt5,dgt5-PA-1026,5
tna,tna-PA-1365,1
Ama,Ama-PB-7,1
fliI,fliI-PA-3444,1
CG9053,CG9053-PA-633,3
CG2183,CG2183-PA-533,2
CG13887,CG13887-PB-529,855
CG5903,CG5903-PA-624,196
CG2201,CG2201-PA-702,5
CG5167,CG5167-PA-802,2
Rpt4,Rpt4-PB-327,4164
PGRP-LD,PGRP-LD-PA-529,1
CG11737,CG11737-PA-819,1
CG3645,CG3645-PA-181,2
IntS8,IntS8-PA-2349,1
l(2)k14710,l(2)k14710-PA-1370,2
dp,dp-PC-65459,1
LanB1,LanB1-PA-5055,534
CG8134,CG8134-PA-270,1
CG1140,CG1140-PA-919,4
crq,crq-PA-1269,95
CG5535,CG5535-PB-1119,3
CG7183,CG7183-PA-1318,3
CG18317,CG18317-PA-77,1
CG42669,CG42669-PE-3639,15
Cont,Cont-PA-2966,1
CG15086,CG15086-PF-2210,1
l(3)72Ab,l(3)72Ab-PA-5868,24
Pmm45A,Pmm45A-PA-1786,3
CG1227,CG1227-PA-402,3
CG10672,CG10672-PA-831,52
imd,imd-PA-774,125
fz,fz-PA-695,7
CG3587,CG3587-PA-270,9
Nipped-A,Nipped-A-PA-9397,3
klu,klu-PA-2307,3
Nup107,Nup107-PA-1335,8
Pitslre,Pitslre-PA-1884,15
CG33095,CG33095-PA-1154,13
